DIST|BLK|CLUST|SCODE|SNAME|MOI|STUID|CSEX|CLANG|CLASS|ASSMNTNAME|PROGNAME|1| 2a       | 2b       | 3a       | 3b       | 4a       | 4b       | 5a       | 5b       | 5c       | 6a       | 6b       | 6c       | 7a       | 7b       | 7c       
 bangalore rural | hosakote | samethanahalli  |35974| G HPS NADUVATTI                | kannada |1559789| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |35929| G LPS SHIVANAPURA              | kannada |1682065| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1557104| female | kannada       | 2A            | 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36088| G MPS THARABAHALLI             | kannada |1560354| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0
 bangalore rural | hosakote | t agrahara      |36245| GLPS HOSADIMBAHALLI            | kannada |1562288| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36239| GLPS BHUVANAHALLI              | kannada |1562188| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|0|0|1|1|1|1|0|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36227| GHPS KANNURHALLI               | kannada |1561404| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|0|0|0|0|0|0|0|1|0
 bangalore rural | hosakote | samethanahalli  |35974| G HPS NADUVATTI                | kannada |1559797| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1563145| female | kannada       | 2D            | 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | thavarekere     |35931| G LPS YELACHAHALLI             | kannada |1557182| male   | urdu          |2| 2nd Pretest     | English        |1|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561705| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36041| G LPS KORADAHALLI              | kannada |1557199| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558374| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35935| G LPS KALAPPANAHALLI           | kannada |1558746| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36202| GLPS PILLAGUMPE                | kannada |1682568| female | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | vagata          |36088| G MPS THARABAHALLI             | kannada |1660586| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1559639| female | kannada       | 2B            | 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0
 bangalore rural | hosakote | jadigenahalli   |35964| G ULPS GONAKANAHALLI           | urdu    |1560958| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35937| G LPS LINGAPURA                | kannada |1557008| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35888| G HPS E. MUTHASANDRA           | kannada |1557925| female | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|0|0|1|1
 bangalore rural | hosakote | doddanhulluru   |36202| GLPS PILLAGUMPE                | kannada |1660207| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35939| G HPS HETTAKKI                 | kannada |1560198| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35957| G HPS ATTHIVATTA               | kannada |1558297| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36112| G LPS MUTHUKADAHALLI           | kannada |1556894| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35977| G HPS BHODHANA HOSAHALLI       | kannada |1556842| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | doddanallala    |36204| GLPS THAGALIHOSAHALLI          | kannada |1559825| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36124| G HPS SONNAHALLIPURA           | kannada |1557783| male   | kannada       |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1559637| male   | tamil         | 2B            | 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36081| G HPS N.HOSAHALLI              | kannada |1558852| female | kannada       |2| 2nd Pretest     | English        |1|1|1|0|1|0|1|1|0|0|0|1|1|0|1|1
 bangalore rural | hosakote | mugbala         |36220| GHPS NIDAGHATTA                | kannada |1682237| male   | urdu          |2| 2nd Pretest     | English        |1|0|1|0|0|1|1|0|0|0|1|0|0|1|0|0
 bangalore rural | hosakote | devanagundi     |35994| G HPS DEVANAGUNDI              | kannada |1566244| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35966| G HPS JADIGENAHALLI            | kannada |1561960| male   | kannada       |2| 2nd Pretest     | English        |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
 bangalore rural | hosakote | vagata          |36092| G HPS VAGATA                   | kannada |1562034| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36046| G ULPS DODDENAHALLI            | urdu    |1566339| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |36188| GLPS MUTTUKADAHALLI            | kannada |1558350| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1| NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | jadigenahalli   |36089| G UHPS KATTIGENAHALLI          | urdu    |1681951| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|0|0|1|1|1|0|1|1|1|1|1|0|0
 bangalore rural | hosakote | vagata          |36103| G LPS PARAMANAHALLI            | kannada |1560142| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | vagata          |36101| G HPS MAKANAHALLI              | kannada |1562076| female | kannada       |2| 2nd Pretest     | English        |1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |36000| G LPS HANDENAHALLI             | kannada |1660908| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1563104| female | urdu          | 2C            | 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35934| G LPS MANCHAPPANAHALLI         | kannada |1558718| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36114| G HPS THIRUVARANGA             | kannada |1561353| male   | kannada       |2| 2nd Pretest     | English        |1|1| NA          | NA          |1|1|1|1|1|1|1|1|0|0|0|0
 bangalore rural | hosakote | bendiganahalli  |36186| GLPS CHEEMASANDRA              | kannada |1558253| male   | kannada       |2| 2nd Pretest     | English        | NA          |0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
 bangalore rural | hosakote | doddanhulluru   |36197| GLPS CHOLAPPANAHALLI           | kannada |1660212| female | kannada       |2| 2nd Pretest     | English        |1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |35878| G LPS BETTAHALLI               | kannada |1660271| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35932| G ULPS YELACHAHALLI            | urdu    |1566398| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1| NA          | NA          |1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35976| G HPS SAMETHANAHALLI           | kannada |1561619| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36014| G LPS GOWTHAM COLONY           | kannada |1560233| female | kannada       |2| 2nd Pretest     | English        | NA          |0|0| NA          | NA          |1| NA          |0|1|1| NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | alappanahalli   |36122| G HPS HASIGALA                 | kannada |1557642| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|1|1|0|0|1
 bangalore rural | hosakote | doddagattinabbe |36227| GHPS KANNURHALLI               | kannada |1561398| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|0|1|1|1|1|1|1|1| NA          
 bangalore rural | hosakote | hosakote town   |36022| G HPS DANDUPALYA               | kannada |1557302| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|0|1|0|0
 bangalore rural | hosakote | doddagattinabbe |36211| GKLPS BHAKTARAHALLI            | kannada |1695592| female | kannada       |2| 2nd Pretest     | English        | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          |1|1| NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | devanagundi     |35995| G HPS MUTHKURU                 | kannada |1559967| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36214| GLPS CHIKKA NALLURAHALLI       | kannada |1560647| female | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1| NA          |1|0|0|0
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1607617| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35950| G HPS UMMALU                   | kannada |1660877| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36091| G ULPS CHATRIPALYA             | urdu    |1560435| female | urdu          |2| 2nd Pretest     | English        |0|1|1|1|1|1|0|0|0|0|1|0|0|0|0|0
 bangalore rural | hosakote | mugbala         |36213| GLPS HALASAHALLI               | kannada |1682229| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36196| GLPS DINNEKORATI               | kannada |1559284| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | mugbala         |36223| GLPS MYLAPURA                  | kannada |1560974| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36244| GHPS GOLLAHALLI                | kannada |1562298| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|1|1|0|0|0
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1683031| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36026| G LPS THENEYURU                | kannada |1561859| female | kannada       |2| 2nd Pretest     | English        |1|1|1|0|0|1|1|1|0|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35886| G HPS KAMBALIPURA              | kannada |1557723| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35915| G HPS KARAHALLI                | kannada |1562728| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|0|1|0|1|1|1|0|1|0|1
 bangalore rural | hosakote | hosakote town   |36023| G UHPS HOSAKOTE                | urdu    |1563165| female | urdu          |2| 2nd Pretest     | English        |1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36206| GHPS KOMBALIGANAHALLI          | kannada |1559924| male   | tamil         |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36201| GHPS SOMAPURA                  | kannada |1559489| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36239| GLPS BHUVANAHALLI              | kannada |1562190| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1557086| female | kannada       | 2B            | 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | bilanarasapura  |35915| G HPS KARAHALLI                | kannada |1562730| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |36204| GLPS THAGALIHOSAHALLI          | kannada |1695181| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35927| G LPS MARASANDAHALLI           | kannada |1682746| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36297| GKHPS KATTIGENAHALLI           | kannada |1622861| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36110| G HPS KALKUNTE AGRAHARA        | kannada |1609122| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35902| G HPS MALLIMAKANAPURA          | kannada |1559066| male   | kannada       |2| 2nd Pretest     | English        |1|0|0|1|1|1|1|1|0|0|1|1|1|0|0|0
 bangalore rural | hosakote | samethanahalli  |35977| G HPS BHODHANA HOSAHALLI       | kannada |1556849| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|0|0|0|1|1|1|0|1|1|1|0|0
 bangalore rural | hosakote | beguru          |35894| G LPS BHEEMAKANAHALLI          | kannada |1682038| female | kannada       |2| 2nd Pretest     | English        | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561674| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35974| G HPS NADUVATTI                | kannada |1559787| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
