DIST|BLK|CLUST|SCODE|SNAME|MOI|STUID|CSEX|CLANG|CLASS|ASSMNTNAME|PROGNAME|1| 2a       | 2b       | 3a       | 3b       | 4a       | 4b       | 5a       | 5b       | 5c       |6| 7a       | 7b       | 8a       | 8b       | 8c       | 9a       | 9b       | 9c       | 9d       | 10a      | 10b      | 10c      
 bangalore rural | hosakote | doddanhulluru   |36201| GHPS SOMAPURA                  | kannada |1559538| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|0| NA          |1|1|1|0| NA          | NA          |1|1|1|1|0|0|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1563135| male   | urdu          | 4C            | 4th Pretest     | English        |1|1|0| NA          |0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35916| G HPS KORATI                   | kannada |1682722| female | kannada       |4| 4th Pretest     | English        |1|0|0|1|1|0|0|1|1|0|0|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36048| G LPS GADIGENAHALLI            | kannada |1559403| male   | tamil         |4| 4th Pretest     | English        |1|1|1| NA          | NA          | NA          |1| NA          |1|1|0| NA          | NA          |1|1|1|1|0|0|0|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36197| GLPS CHOLAPPANAHALLI           | kannada |1559336| female | telugu        |4| 4th Pretest     | English        | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          |0|0|0| NA          | NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | vagata          |36092| G HPS VAGATA                   | kannada |1660794| female | kannada       |4| 4th Pretest     | English        |1|0|0|0|0|0|1|0|0|0|0|0|0|1|1|1| NA          | NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | samethanahalli  |35976| G HPS SAMETHANAHALLI           | kannada |1561661| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35915| G HPS KARAHALLI                | kannada |1562783| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1| NA          |1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |36000| G LPS HANDENAHALLI             | kannada |1660923| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1| NA          |0|1|1|0|0|0|0|1|1|1|1|0|0|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36128| G UHPS SHANKANIPURA            | urdu    |1558826| female | urdu          |4| 4th Pretest     | English        |1|1|1| NA          | NA          | NA          | NA          |1|1|1|0| NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          |0| NA          
 bangalore rural | hosakote | alappanahalli   |36134| G LPS MUGALIPURA               | kannada |1557288| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36186| GLPS CHEEMASANDRA              | kannada |1558280| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|0|0|0|0|0|0|0| NA          | NA          |1|1|1|0|0|1|0|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36003| G HPS JINNAGARA                | kannada |1560632| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1683278| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36214| GLPS CHIKKA NALLURAHALLI       | kannada |1693341| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1| NA          | NA          | NA          |1|1|1|0| NA          | NA          |1|1|1|1|1| NA          | NA          |1|1|1
 bangalore rural | hosakote | doddanallala    |35950| G HPS UMMALU                   | kannada |1660905| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | samethanahalli  |35983| G HPS MUTHASANDRA              | kannada |1552670| male   | telugu        |4| 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1557436| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35991| G HPS D. HOSAHALLI             | kannada |1568880| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36208| GLPS POOJENA AGRAHARA          | kannada |1560150| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563372| female | kannada       | 4D            | 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35975| G HPS THIRUMALA SHETTIHALLI    | kannada |1682750| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36119| G HPS GANAGALURU               | kannada |1558091| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35932| G ULPS YELACHAHALLI            | urdu    |1682967| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|0|0|0|1|1|1|0|0|1|1|1|1| NA          |1|1|1|1|1
 bangalore rural | hosakote | beguru          |35888| G HPS E. MUTHASANDRA           | kannada |1557962| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1
 bangalore rural | hosakote | mugbala         |36193| GHPS Chikkanahalli             | kannada |1560753| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1692509| female | kannada       |4| 4th Pretest     | English        |1|1|0|1|0|1|1|1|1|0| NA          |1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35973| G LPS KORALURU                 | kannada |1660784| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1559664| male   | tamil         | 4B            | 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36101| G HPS MAKANAHALLI              | kannada |1562117| female | kannada       |4| 4th Pretest     | English        |1|1|0|0|0|0|1|1|1|1|0|0|0|0|0|0|1|0|0|0|1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1557422| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|0|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36070| GHPS ITTASANDRA                | kannada |1561935| male   | telugu        |4| 4th Pretest     | English        |1|1|1|0|0| NA          | NA          |1|1|1|1|0|0|1|1|1|0|0|0|0|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36219| GHPS DODDAHULLUR               | kannada |1560841| male   | hindi         |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36046| G ULPS DODDENAHALLI            | urdu    |1660192| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35950| G HPS UMMALU                   | kannada |1660948| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|0|1|1|0|0|0|1|1|1|1|1|0|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35958| G HPS SOLURU                   | kannada |1693825| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36028| G LPS DYAVASANDRA              | kannada |1558614| male   | kannada       |4| 4th Pretest     | English        |1|1|0|0|0| NA          | NA          |0|0|0|0| NA          | NA          |1|1|1| NA          | NA          |0| NA          |1|1|1
 bangalore rural | hosakote | doddagattinabbe |36207| GKLPS BISNAHALLI               | kannada |1560049| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35965| G LPS BELAMANGALA              | kannada |1562176| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|0|0|1|1|1|1|0|0|0|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36003| G HPS JINNAGARA                | kannada |1560639| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36185| GHPS E - HOSAHALLI             | kannada |1558177| female | kannada       |4| 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | doddanhulluru   |36195|         GHPS Doddanallurahalli | kannada |1561092| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1| NA          |1|1| NA          |0| NA          | NA          |1|1|1| NA          | NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | hosakote town   |36023| G UHPS HOSAKOTE                | urdu    |1660234| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35941| G LPS GANGAPURA                | kannada |1566309| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0| NA          |1|1|1|1
 bangalore rural | hosakote | nandagudi       |36067| G LPS RALAKUNTE                | kannada |1560245| female | kannada       |4| 4th Pretest     | English        |1|1| NA          |1|1|0|1|1|1|0|1|1| NA          |1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36202| GLPS PILLAGUMPE                | kannada |1559632| male   | telugu        |4| 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | sulibele        |35880| G UHPS GIDDAPPANAHALLI         | urdu    |1558552| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36092| G HPS VAGATA                   | kannada |1660796| female | kannada       |4| 4th Pretest     | English        |1|1|1|0|1|1|0|1|0|1|1|0|0|1|1|1|0|0|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36129| G HPS ALAPPANAHALLI            | kannada |1557846| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1| NA          |1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36098| G LPS KACHARAKANAHALLI         | kannada |1558649| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35934| G LPS MANCHAPPANAHALLI         | kannada |1558745| male   | tamil         |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |36073| G UHPS HINIDGANALA             | urdu    |1563062| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36025| G LPS THIMMAPPANAHALLI         | kannada |1558591| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36219| GHPS DODDAHULLUR               | kannada |1560830| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|0|0|1|0|0|0| NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | kalkunte        |36109| G HPS NARAYANA KERE            | kannada |1561182| female | telugu        |4| 4th Pretest     | English        |1|1|1|1| NA          | NA          |1|1|0|0| NA          | NA          | NA          |1|1|1|0|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36050| G LPS CT GOLLAHALLI            | kannada |1558004| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|0|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36111| G LPS AREHALLI                 | kannada |1557002| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1683271| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35902| G HPS MALLIMAKANAPURA          | kannada |1681989| male   | kannada       |4| 4th Pretest     | English        |1|1|1|0|1|1|1|1|1|1|1| NA          | NA          |1|1|1|1| NA          |0|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36082| G UHPS N HOSAHALLI             | urdu    |1561104| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35973| G LPS KORALURU                 | kannada |1660810| female | konkani       |4| 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | doddanhulluru   |36198| GLPS CHOKKAHALLI               | kannada |1559375| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |36802| GULPS SIDDANAHALLI             | urdu    |1683506| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36131| G HPS KUMBALAHALLI             | kannada |1559056| male   | tamil         |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36023| G UHPS HOSAKOTE                | urdu    |1563206| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36132| G LPS CHOWLU THOTA             | kannada |1552800| male   | tamil         |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36200| GHPS GOTTIPURA                 | kannada |1559472| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|1|0|0|0|1|1|1
 bangalore rural | hosakote | shivanapura     |36054| G LPS BHEEMAPURA               | kannada |1560600| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1| NA          |1|1|1| NA          | NA          | NA          |1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35944| G HPS CHIKKANALLALA            | kannada |1613822| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36123| G LPS THIMMASANDRA             | kannada |1557874| male   | tamil         |4| 4th Pretest     | English        | NA          |0| NA          |0| NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          |1|1|1| NA          | NA          | NA          | NA          |0|0|0
 bangalore rural | hosakote | nandagudi       |36068| G LPS ESTHURU                  | kannada |1560229| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36089| G UHPS KATTIGENAHALLI          | urdu    |1563074| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36114| G HPS THIRUVARANGA             | kannada |1561374| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
