DIST|BLK|CLUST|SCODE|SNAME|MOI|STUID|CSEX|CLANG|CLASS|ASSMNTNAME|PROGNAME|1| 2a       | 2b       | 3a       | 3b       | 4a       | 4b       | 5a       | 5b       | 6a       | 6b       | 6c       | 7a       | 7b       | 7c       | 7d       | 7e       | 7f       | 8a       | 8b       | 8c       | 9a       | 9b       | 9c       | 9d       
 bangalore rural | hosakote | nelavagilu      |35912| G HPS NELAVAGILU               | kannada |1557524| male   | kannada       |3| 3rd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | t agrahara      |36246| GHPS DODDARALAGERE             | kannada |1562330| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36107| G LPS BOMMANA BANDE            | kannada |1561888| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36127| G LPS VABHASANDRA              | kannada |1557855| male   | kannada       |3| 3rd Pretest     | English        | NA          |1| NA          | NA          | NA          |0| NA          | NA          | NA          |1|0|0|1|1|1|1|1|0|1|1|1| NA          | NA          | NA          | NA          
 bangalore rural | hosakote | beguru          |36188| GLPS MUTTUKADAHALLI            | kannada |1558355| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|1|1|0|1|1|1|0|1|0|0|0|0|1|1|1|1|1| NA          | NA          |1
 bangalore rural | hosakote | hosakote town   |36015| G LPS SIDDARTHA NAGARA         | kannada |1557270| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1| NA          |0|0
 bangalore rural | hosakote | hosakote town   |36022| G HPS DANDUPALYA               | kannada |1557322| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|0|1|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36224| GHPS MUGABALA                  | kannada |1561116| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36078| G LPS HALEURU                  | kannada |1557044| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36202| GLPS PILLAGUMPE                | kannada |1682575| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36097| G ULPS BISANAHALLI             | urdu    |1560564| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36197| GLPS CHOLAPPANAHALLI           | kannada |1559322| male   | kannada       |3| 3rd Pretest     | English        |1|0|1|1|1|1|1| NA          | NA          |0|1| NA          |1|1|1|1|1|1|1|1|1|1|0|1|1
 bangalore rural | hosakote | doddanallala    |36204| GLPS THAGALIHOSAHALLI          | kannada |1559835| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |35918| G LPS MUDDANAHALLI             | kannada |1560183| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36192| GHPS CG Nabe(chikkagattinabbe) | kannada |1560905| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1683072| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36129| G HPS ALAPPANAHALLI            | kannada |1557817| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1683066| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36022| G HPS DANDUPALYA               | kannada |1660224| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|0|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | doddanhulluru   |36203| GHPS DASARAHALLI               | kannada |1559724| female | tamil         |3| 3rd Pretest     | English        |1|1|0|1|0|1|1| NA          |0|1|1| NA          |1|1|1|1|1|1|1|1|1|1| NA          | NA          | NA          
 bangalore rural | hosakote | devanagundi     |35991| G HPS D. HOSAHALLI             | kannada |1568857| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36131| G HPS KUMBALAHALLI             | kannada |1559042| male   | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36223| GLPS MYLAPURA                  | kannada |1560999| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36105| G HPS HONACHANAHALLI           | kannada |1562002| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1| NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | kalkunte        |36118| G LPS MARANAGERE               | kannada |1566452| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36045| G LPS D SHETTYHALLI            | kannada |1561232| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36185| GHPS E - HOSAHALLI             | kannada |1558168| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|0|0|1|1| NA          | NA          |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36003| G HPS JINNAGARA                | kannada |1560643| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1
 bangalore rural | hosakote | mugbala         |36206| GHPS KOMBALIGANAHALLI          | kannada |1692694| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36068| G LPS ESTHURU                  | kannada |1560224| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36114| G HPS THIRUVARANGA             | kannada |1561365| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36121| G HPS KAMMASANDRA              | kannada |1557899| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36007| G LPS S. GUTTAHALLI            | kannada |1562839| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36219| GHPS DODDAHULLUR               | kannada |1560795| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1| NA          | NA          |1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36200| GHPS GOTTIPURA                 | kannada |1559452| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36089| G UHPS KATTIGENAHALLI          | urdu    |1563007| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |35911| G LPS YETHONODEYANAPURA        | kannada |1560157| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35935| G LPS KALAPPANAHALLI           | kannada |1558763| male   | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36016| G LPS AMBEDKER NAGARA          | kannada |1660219| male   | urdu          |3| 3rd Pretest     | English        | NA          |0|1|1|1|0|1|0|0|1|1| NA          |1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35983| G HPS MUTHASANDRA              | kannada |1660161| male   | kannada       |3| 3rd Pretest     | English        |0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35965| G LPS BELAMANGALA              | kannada |1562167| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36245| GLPS HOSADIMBAHALLI            | kannada |1562296| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35944| G HPS CHIKKANALLALA            | kannada |1613787| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1| NA          |1
 bangalore rural | hosakote | mugbala         |36223| GLPS MYLAPURA                  | kannada |1561003| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36084| G LPS CHOKKASANDRA             | kannada |1560264| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35983| G HPS MUTHASANDRA              | kannada |1552644| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36211| GKLPS BHAKTARAHALLI            | kannada |1560541| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|0| NA          |0|0| NA          | NA          | NA          |0|0|1|1|1|1|0|1|1|1|1|1|0|1|0
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1683074| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36109| G HPS NARAYANA KERE            | kannada |1561179| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1| NA          |1|1|1| NA          | NA          | NA          |1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36107| G LPS BOMMANA BANDE            | kannada |1561886| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1683265| male   | kannada       | 3C            | 3rd Pretest     | English        |1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36013| G LPS VARADAPURA               | kannada |1682876| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36201| GHPS SOMAPURA                  | kannada |1559533| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1| NA          |1|0|1|1|1|1|1|1|1|1|1|1|1| NA          | NA          |1
 bangalore rural | hosakote | doddanallala    |36233| GHPS THAVATAHALLI              | kannada |1562017| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35949| G LPS GUGUTTAHALLI             | kannada |1560325| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36219| GHPS DODDAHULLUR               | kannada |1560817| male   | hindi         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35954| G LPS APPASANDRA               | kannada |1563089| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1| NA          |1|1
 bangalore rural | hosakote | kalkunte        |36119| G HPS GANAGALURU               | kannada |1558082| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1| NA          |1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35944| G HPS CHIKKANALLALA            | kannada |1613810| female | kannada       |3| 3rd Pretest     | English        |0|1| NA          |1|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558435| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|1|0|0|1|0|1|0|1|1|1|1|1|1|1|1|1| NA          
 bangalore rural | hosakote | doddagattinabbe |36227| GHPS KANNURHALLI               | kannada |1561469| male   | kannada       |3| 3rd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | doddanhulluru   |36203| GHPS DASARAHALLI               | kannada |1559730| female | tamil         |3| 3rd Pretest     | English        |1|1|1|0|0|1| NA          |0|0|0|1|1|1|1| NA          |1| NA          |1|1|1|1| NA          | NA          | NA          | NA          
 bangalore rural | hosakote | doddanallala    |35959| G HPS OROHALLI                 | kannada |1562711| female | kannada       |3| 3rd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | doddagattinabbe |36649| GLPS CHEEMANDA HALLI           | kannada |1647976| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36104| G HPS KHAJI HOSAHALLI          | kannada |1564819| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |35877| G LPS SIDDENAHALLI             | kannada |1660296| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36220| GHPS NIDAGHATTA                | kannada |1560875| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | samethanahalli  |35972| G HPS MALLASANDRA              | kannada |1556931| female | kannada       |3| 3rd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | mugbala         |36210| GKLPS HOSAHALLI                | kannada |1560454| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1
 bangalore rural | hosakote | vagata          |36104| G HPS KHAJI HOSAHALLI          | kannada |1564821| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|0|1|0|1|1|0|1|1|1|1|1|1|0|1|1|1|0|0|1
 bangalore rural | hosakote | bendiganahalli  |36185| GHPS E - HOSAHALLI             | kannada |1558164| female | kannada       |3| 3rd Pretest     | English        |1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35967| G LPS HARALURU                 | kannada |1560992| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|0|1|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36132| G LPS CHOWLU THOTA             | kannada |1552762| female | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35941| G LPS GANGAPURA                | kannada |1568831| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1| NA          |1|1
 bangalore rural | hosakote | doddanallala    |35950| G HPS UMMALU                   | kannada |1660891| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36199| GLPS CHIKKAHULLUR              | kannada |1559427| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35982| G LPS KOTTURU                  | kannada |1561416| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35937| G LPS LINGAPURA                | kannada |1557021| male   | kannada       |3| 3rd Pretest     | English        |1|0|0|0|1|1|0|0|0|0|0|0| NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          
