 district |       block        |          cluster          | school_code |             school_name             | no_of_classroom | lowest_class | highest_class | no_of_teachers | no_of_students | no_of_headteacher 
 BELLARY  | BELLARY WEST       | KALLUKAMBA                |29120103604| GLPS AMBEDKAR COLONY (W)            |3|1|5|3|111|0
 BELLARY  | BELLARY WEST       | KALLUKAMBA                |29120104501| GHPS  KALKAMBA (W)                  |7|1|7|5|266|0
 BELLARY  | BELLARY WEST       | KALLUKAMBA                |29120104506| GLPS SREENIVASAPURA CAMP (W)        |5|1|5|2|45|0
 BELLARY  | BELLARY WEST       | KALLUKAMBA                |29120105001| GHPS  KARIKERE (W)                  |7|1|8|2|180|0
 BELLARY  | BELLARY WEST       | KALLUKAMBA                |29120106001| GHPS LAKSHMIPURA (W)                |5|1|8|3|177|0
 BELLARY  | BELLARY WEST       | KALLUKAMBA                |29120106801| GHPS MUSTAGATTA (W)                 |9|1|8|8|361|0
 BELLARY  | BELLARY WEST       | KALLUKAMBA                |29120106802| GLPS HOSA MUSTGTTA                  |4|1|5|2|72|0
 BELLARY  | BELLARY WEST       | KALLUKAMBA                |29120107001| GHPS ORVAI (W)                      |8|1|8|7|375|1
 BELLARY  | BELLARY WEST       | KALLUKAMBA                |29120108401| GHPS SOMALAPURA (W)                 |10|1|8|10|531|0
 BELLARY  | BELLARY WEST       | KOLURU                    |29120105701| GHPS KOLUR (W)                      |16|1|8|18|513|1
 BELLARY  | BELLARY WEST       | KOLURU                    |29120105702| GULPS KOLUR (W)                     |2|1|5|3|56|0
 BELLARY  | BELLARY WEST       | KOLURU                    |29120105703| GHPS    MADIRE (W)                  |5|1|8|9|244|0
 BELLARY  | BELLARY WEST       | KOLURU                    |29120105707| GLPS ASHRAYA COLONY                 |2|1|4|2|63|0
 BELLARY  | BELLARY WEST       | KOLURU                    |29120108501| GHPS SOMA SAMUDRA (W)               |17|1|8|15|479|1
 BELLARY  | BELLARY WEST       | KOLURU                    |29120108502| GLPS VERANJANEYA CAMP (W)           |3|1|5|4|78|0
 BELLARY  | BELLARY WEST       | KOLURU                    |29120108503| GLPS ANNA.CAMP VADDTTI CR (W)       |2|1|5|1|35|0
 BELLARY  | BELLARY WEST       | KOLURU                    |29120109001| GHPS VADDATTI (W)                   |13|1|8|17|519|1
 BELLARY  | BELLARY WEST       | KOLURU                    |29120109002| GLPS HOSA VADDATTI(W)               |5|1|5|2|124|0
 BELLARY  | BELLARY WEST       | KOLURU                    |29120109501| GHPS YERRANAGALIGI (W)              |16|1|8|13|421|1
 BELLARY  | BELLARY WEST       | KOLURU                    |29120109504| GLPS VENK. RAMBABU CAMP (W)         |2|1|5|1|10|0
 BELLARY  | BELLARY WEST       | KOLURU                    |29120109505| GLPS YERRANGALIGI CAMP (W)          |1|1|5|1|17|0
 BELLARY  | BELLARY WEST       | KOLURU                    |29120109506| GLPS GOWRI SHANKAR NAGAR            |2|1|5|2|43|0
 BELLARY  | BELLARY WEST       | KUDITHINI                 |29120105301| GMHPS  KUDITHINI (W)                |24|1|8|19|732|0
 BELLARY  | BELLARY WEST       | KUDITHINI                 |29120105302| GHPS  CHALUVADIKERI KUDITHINI (W)   |6|1|7|6|122|1
 BELLARY  | BELLARY WEST       | KUDITHINI                 |29120105304| GHPS INDIRA INDRANAGAR (W)          |9|1|7|7|196|1
 BELLARY  | BELLARY WEST       | KUDITHINI                 |29120105309| GHPS SWS KUDITHINI (W)              |7|1|7|5|136|0
 BELLARY  | BELLARY WEST       | KUDITHINI                 |29120105316| GLPS  GANESH GUDI                   |5|1|5|5|113|0
 BELLARY  | BELLARY WEST       | KUDITHINI                 |29120105317| GLPS VALMIKI NAGARA                 |5|1|5|5|127|0
 BELLARY  | BELLARY WEST       | KUDITHINI                 |29120108801| GHPS THIMMALAPURA (W)               |11|1|8|10|368|1
 BELLARY  | BELLARY WEST       | KUDITHINI                 |29120108802| GLPS BASAVANNA CAMP (W)             |3|1|5|2|25|0
 BELLARY  | BELLARY WEST       | KUDITHINI                 |29120109201| GHPS VENI VEERAPURA (W)             |10|1|8|10|272|1
 BELLARY  | BELLARY WEST       | KURUGODU                  |29120105501| GMHPS  KURUGODU (W)                 |22|1|8|17|587|0
 BELLARY  | BELLARY WEST       | KURUGODU                  |29120105502| GHPS  KURUGODU (W)                  |13|1|8|13|442|1
 BELLARY  | BELLARY WEST       | KURUGODU                  |29120105503| GULPS KURUGODU (W)                  |4|1|5|4|53|0
 BELLARY  | BELLARY WEST       | KURUGODU                  |29120105504| GHPS    INDIRA NAGAR (W)            |7|1|7|10|316|1
 BELLARY  | BELLARY WEST       | KURUGODU                  |29120105505| GHPS    UJJALA PETE (W)             |6|1|7|8|178|1
 BELLARY  | BELLARY WEST       | KURUGODU                  |29120105514| GHPS VALMIKI NAGARA (W)             |4|1|7|6|146|1
 BELLARY  | BELLARY WEST       | KURUGODU                  |29120105516| GLPS SIDDESWARA NAGAR (W)           |5|1|5|3|64|0
 BELLARY  | BELLARY WEST       | KURUGODU                  |29120105525| GHPS    YELLAPURA (W)               |13|1|8|7|231|1
 BELLARY  | BELLARY WEST       | KURUGODU                  |29120105529| GLPS HARIKRUPA COLONY               |2|1|4|2|67|0
 BELLARY  | BELLARY WEST       | PARVATHI NAGAR BLY        |29120114521| GUHPS  MEDARVADI (W)                |25|1|8|21|749|1
 BELLARY  | BELLARY WEST       | PARVATHI NAGAR BLY        |29120114606| GHPS SASTHRY NAGAR (W)              |7|1|8|9|175|1
 BELLARY  | BELLARY WEST       | PARVATHI NAGAR BLY        |29120114903| GHPS MAHANANDI KOTTUM               |5|1|7|5|115|1
 BELLARY  | BELLARY WEST       | PARVATHI NAGAR BLY        |29120114915| GMHPS PARVATHI NAGAR,MAIN (W)       |12|1|8|14|440|0
 BELLARY  | BELLARY WEST       | PARVATHI NAGAR BLY        |29120115011| GHPS   RAILWAY COLONY (W)           |12|1|8|13|261|0
 BELLARY  | BELLARY WEST       | PARVATHI NAGAR BLY        |29120115012| GHPS HARISHCHANDRA NAGAR (W)        |6|1|6|4|87|0
 BELLARY  | BELLARY WEST       | PARVATHI NAGAR BLY        |29120115015| GMHPS PARVATHI NAGAR,2ND CR (W      |8|1|8|11|289|1
 BELLARY  | BELLARY WEST       | PARVATHI NAGAR BLY        |29120115025| GOVT. ADARSHA VIDYALAYA KURUGODU    |4|6|8|8|171|0
 BELLARY  | BELLARY WEST       | P.R.ST.C.B.BELLARY        |29120111710| GMHPS    G.T. STREET. (W)           |26|1|8|27|763|0
 BELLARY  | BELLARY WEST       | P.R.ST.C.B.BELLARY        |29120111711| GUHPS     19TH WARD (W)             |4|1|7|6|160|1
 BELLARY  | BELLARY WEST       | P.R.ST.C.B.BELLARY        |29120113912| GUHPS     PAKALI STREET (W)         |7|1|7|7|208|0
 BELLARY  | BELLARY WEST       | P.R.ST.C.B.BELLARY        |29120114105| GUHPS  YASIM SAB MOSQUE (W)         |6|1|8|9|272|0
 BELLARY  | BELLARY WEST       | P.R.ST.C.B.BELLARY        |29120114217| GHPS       VINAKAYAKA NAGAR (W      |14|1|8|14|385|1
 BELLARY  | BELLARY WEST       | P.R.ST.C.B.BELLARY        |29120114218| GHPS       ALLIPURA (W)             |9|1|7|7|301|1
 BELLARY  | BELLARY WEST       | P.R.ST.C.B.BELLARY        |29120114219| GLPS,RAJVEGANDHI NAGAR,BLY          |3|1|5|1|55|0
 BELLARY  | BELLARY WEST       | P.R.ST.C.B.BELLARY        |29120114220| GLPS KUVEMPU NAGARA                 |2|1|5|2|27|1
 BELLARY  | BELLARY WEST       | SIDDAMMAN HALLI           |29120107002| GLPS    MARUTHIPURA (W)             |6|1|5|2|50|0
 BELLARY  | BELLARY WEST       | SIDDAMMAN HALLI           |29120107101| GHPS PATTANSERAGU (W)               |14|1|8|5|227|0
 BELLARY  | BELLARY WEST       | SIDDAMMAN HALLI           |29120107102| GLPS PATTANASERAGU (W)              |5|1|5|2|35|0
 BELLARY  | BELLARY WEST       | SIDDAMMAN HALLI           |29120108001| GMHPS SIDDAMMANA HALLI (W)          |7|1|8|8|242|0
 BELLARY  | BELLARY WEST       | SIDDAMMAN HALLI           |29120108004| GLPS BASAVESWARA NAGAR(W)           |3|1|5|2|63|0
 BELLARY  | BELLARY WEST       | SIDDAMMAN HALLI           |29120108005| GLPS SIDDAMANA HALLI CAMP (W)       |2|1|5|2|16|0
 BELLARY  | BELLARY WEST       | SIDDAMMAN HALLI           |29120108006| GLPS KARUNA NAGARA CAMP (W)         |2|1|5|1|21|0
 BELLARY  | BELLARY WEST       | SIDDAMMAN HALLI           |29120109601| GHPS YELUBENCHI (W)                 |12|1|8|13|434|1
 BELLARY  | BELLARY WEST       | SIDDAMMAN HALLI           |29120109604| GLPS MALLAYAIAHNA CAMP YELUBENCHI   |3|1|5|2|108|0
 BELLARY  | HADAGALI           | HADAGALI GRAMINA          |29120202701| GHPS  KOILARA GATTI                 |8|1|8|7|135|1
 BELLARY  | HADAGALI           | HADAGALI GRAMINA          |29120202702| GLPS  KOILARA GATTI THANDA          |6|1|5|4|103|0
 BELLARY  | HADAGALI           | HADAGALI GRAMINA          |29120202802| GMHPS KOMBLI                        |6|1|8|5|183|0
 BELLARY  | HADAGALI           | HADAGALI GRAMINA          |29120202803| GLPS    MODALAGATTA                 |2|1|5|2|30|0
 BELLARY  | HADAGALI           | HADAGALI GRAMINA          |29120202804| GHPS    HONNA NAYAKANA HALLI        |3|1|7|4|80|0
 BELLARY  | HADAGALI           | HADAGALI GRAMINA          |29120202805| GLPS NAVNAGAR KOMBLI                |3|1|5|3|43|0
 BELLARY  | HADAGALI           | HADAGALI GRAMINA          |29120202902| GLPS  KOTNEKAL(CAMP)                |2|1|5|2|19|0
 BELLARY  | HADAGALI           | HADAGALI GRAMINA          |29120203001| GHPS  KAGANOOR                      |8|1|8|8|195|1
 BELLARY  | HADAGALI           | HADAGALI GRAMINA          |29120204201| GMHPS NAVALI                        |11|1|8|8|217|0
 BELLARY  | HADAGALI           | HADAGALI GRAMINA          |29120204202| GHPS   HONNURU                      |8|1|8|9|152|1
 BELLARY  | HADAGALI           | HADAGALI GRAMINA          |29120204701| GHPS   RAJWALA                      |6|1|7|6|129|0
 BELLARY  | HADAGALI           | HADAGALI GRAMINA          |29120204702| GHPS  THIMMALAPURA-63               |6|1|8|9|212|1
 BELLARY  | HADAGALI           | HAGARANOORU               |29120200802| GHPS   GUJANOORU                    |5|1|7|4|67|0
 BELLARY  | HADAGALI           | HAGARANOORU               |29120200804| GHPS    THIPPA PURA                 |7|1|7|6|180|0
 BELLARY  | HADAGALI           | HAGARANOORU               |29120201001| GHPS HAGARNUR                       |8|1|8|6|152|1
 BELLARY  | HADAGALI           | HAGARANOORU               |29120201002| GLPS    VADDINA HALLI THANDA        |4|1|5|3|64|0
 BELLARY  | HADAGALI           | HAGARANOORU               |29120201401| GLPS  HAL THIMLAPURA                |8|1|5|4|66|0
 BELLARY  | HADAGALI           | HAGARANOORU               |29120201402| GLPS   SIVAPURA THANDA              |3|1|5|3|48|0
 BELLARY  | HADAGALI           | HAGARANOORU               |29120201606| GLPS    SIVAPURA                    |3|1|5|2|29|0
 BELLARY  | HADAGALI           | HAGARANOORU               |29120201701| GHPS    CHIKKA KOLACHI              |7|1|7|6|174|1
 BELLARY  | HADAGALI           | HAGARANOORU               |29120201702| GHPS   HIRE KOLACHI                 |11|1|8|9|188|1
 BELLARY  | HADAGALI           | HAGARANOORU               |29120202601| GHPS  K AYYANA HALLI                |8|1|8|7|226|0
 BELLARY  | HADAGALI           | HAGARANOORU               |29120202602| GULPS  K. AYYANA HALLI              |3|1|5|2|31|0
 BELLARY  | HADAGALI           | HAGARANOORU               |29120204301| GLPS   BASARAKODU THANDA            |5|1|5|4|92|0
 BELLARY  | HADAGALI           | HIRE HADAGALI             |29120200201| GHPS ANGUR                          |7|1|8|7|257|1
 BELLARY  | HADAGALI           | HIRE HADAGALI             |29120200202| GHPS   HOSALLI                      |7|1|7|6|121|1
 BELLARY  | HADAGALI           | HIRE HADAGALI             |29120200303| GHPS BIRABBI                        |5|1|7|6|131|1
 BELLARY  | HADAGALI           | HIRE HADAGALI             |29120200304| GULPS BEERABBI                      |2|1|5|2|24|0
 BELLARY  | HADAGALI           | HIRE HADAGALI             |29120201601| GMHPS  BOYS HIRE HADAGALI           |14|1|7|11|284|1
 BELLARY  | HADAGALI           | HIRE HADAGALI             |29120201602| GMHPS  GIRLS HIRE HADAGALI          |11|1|8|11|326|1
 BELLARY  | HADAGALI           | HIRE HADAGALI             |29120201604| GLPS     KALENA HALLI               |2|1|5|2|4|1
 BELLARY  | HADAGALI           | HIRE HADAGALI             |29120201605| GHPS    HIRE HADAGALI               |5|1|7|5|182|0
 BELLARY  | HADAGALI           | HIRE HADAGALI             |29120203201| GMHPS MAGALA                        |15|1|8|16|646|0
 BELLARY  | HADAGALI           | HIRE HADAGALI             |29120203204| GLPS BYADARAGIRE MAGALA             |2|1|5|3|65|0
 BELLARY  | HADAGALI           | HIRE HADAGALI             |29120203501| GLPS  MANIHALLI                     |1|1|5|2|15|0
 BELLARY  | HADAGALI           | HIRE HADAGALI             |29120204801| GLPS  THUMBINAKERI                  |3|1|5|3|38|0
 BELLARY  | HADAGALI           | HIRE HADAGALI             |29120204802| GLPS   T.DODDA THANDA               |4|1|5|3|41|0
 BELLARY  | HADAGALI           | HIRE HADAGALI             |29120204803| GLPS   T. SANNA THANDA              |3|1|5|3|43|0
 BELLARY  | HADAGALI           | HIRE MALLANAKERI          |29120200701| GHPS    DASARA HALLI THANDA         |7|1|7|11|353|1
 BELLARY  | HADAGALI           | HIRE MALLANAKERI          |29120201801| GLPS    BASARALLI                   |3|1|5|1|22|0
 BELLARY  | HADAGALI           | HIRE MALLANAKERI          |29120201802| GHPS    BASARALLI THANDA            |5|1|6|5|203|0
 BELLARY  | HADAGALI           | HIRE MALLANAKERI          |29120201803| GHPS   HIRE MALANAKERI              |7|1|8|13|441|1
 BELLARY  | HADAGALI           | HIRE MALLANAKERI          |29120201901| GHPS   BHAVI HALLI                  |7|1|7|6|144|1
 BELLARY  | HADAGALI           | HIRE MALLANAKERI          |29120201902| GMHPS HOLAGUNDHI                    |10|1|7|9|267|0
 BELLARY  | HADAGALI           | HIRE MALLANAKERI          |29120201903| GHPS    A.K.HOLAGUNDI               |7|1|7|6|218|1
 BELLARY  | HADAGALI           | HIRE MALLANAKERI          |29120201904| GLPS   URDU HOLAGUNDI               |3|1|5|1|4|0
 BELLARY  | HADAGALI           | HIRE MALLANAKERI          |29120201906| GLPS SIDDESHWARA NAGAR              |2|1|5|2|22|0
 BELLARY  | HADAGALI           | HIRE MALLANAKERI          |29120202501| GLPS  BYANANA THANDA                |5|1|5|2|35|0
 BELLARY  | HADAGALI           | HIRE MALLANAKERI          |29120202502| GLPS  BITHYANA THANDA               |6|1|5|5|117|0
 BELLARY  | HADAGALI           | HOLALU                    |29120200401| GHPS  BUDHANUR                      |6|1|7|7|202|1
 BELLARY  | HADAGALI           | HOLALU                    |29120200601| GHPS  DASNA HALLI                   |7|1|8|4|97|1
 BELLARY  | HADAGALI           | HOLALU                    |29120200602| GHPS    NADUVINA HALLI              |8|1|7|4|85|1
 BELLARY  | HADAGALI           | HOLALU                    |29120202001| GLPS    GORAVAGUDDI THANDA          |4|1|5|2|46|0
 BELLARY  | HADAGALI           | HOLALU                    |29120202002| GMHPS  BOYS HOLALU                  |10|1|7|7|174|1
 BELLARY  | HADAGALI           | HOLALU                    |29120202003| GMHPS GIRLS HOLALU                  |7|1|7|8|236|0
 BELLARY  | HADAGALI           | HOLALU                    |29120202004| GHPS A.K. HOLALU                    |8|1|7|9|253|2
 BELLARY  | HADAGALI           | HOLALU                    |29120202005| GLPS  NADUVINA THANDA               |4|1|5|2|21|0
 BELLARY  | HADAGALI           | HOLALU                    |29120202008| GLPS HANUMANTH NAGAR HOLALU         |3|1|5|3|33|0
 BELLARY  | HADAGALI           | HOLALU                    |29120205101| GLPS     KALASAPURA                 |3|1|5|2|28|0
 BELLARY  | HADAGALI           | HOLALU                    |29120205102| GHPS  K.VEERAPURA                   |8|1|8|7|142|1
 BELLARY  | HADAGALI           | HUVINA HADAGALI(A)        |29120205301| GMHPS   S.V.G. HADAGALI             |7|1|8|10|357|0
 BELLARY  | HADAGALI           | HUVINA HADAGALI(A)        |29120205302| GMHPS   T.D.V. HADAGALI             |12|1|7|14|400|0
 BELLARY  | HADAGALI           | HUVINA HADAGALI(A)        |29120205304| GHPS   8TH WARD                     |7|1|7|8|134|0
 BELLARY  | HADAGALI           | HUVINA HADAGALI(A)        |29120205305| GUHPS 5TH WARD                      |7|1|8|4|67|1
 BELLARY  | HADAGALI           | HUVINA HADAGALI(A)        |29120205306| GULPS   HUV HADAGALI                |4|1|5|3|40|0
 BELLARY  | HADAGALI           | HUVINA HADAGALI(A)        |29120205307| GHPS    P.A.G.FORT  HADAGALI        |7|1|7|8|163|0
 BELLARY  | HADAGALI           | HUVINA HADAGALI(A)        |29120205309| GMHPS S.P.V.                        |9|1|7|12|263|0
 BELLARY  | HADAGALI           | HUVINA HADAGALI(A)        |29120205312| GHPS  AMBED NAGAR IIIWARD           |4|1|6|4|55|0
 BELLARY  | HADAGALI           | HUVINA HADAGALI(A)        |29120205315| GHPS  MINI VIDANASOUDA IVWARD       |4|1|7|5|56|1
 BELLARY  | HADAGALI           | HUVINA HADAGALI(A)        |29120205319| GHPS VIJAY NAGAR LAYOUT V WARD      |7|1|7|8|223|1
 BELLARY  | HADAGALI           | HUVINA HADAGALI(A)        |29120205325| GHPS M P PRAKASH NAGAR              |6|1|7|6|153|1
 BELLARY  | HADAGALI           | HUVINA HADAGALI(A)        |29120205337| GLPS NAZEER NAGAR                   |2|1|5|2|60|0
 BELLARY  | HADAGALI           | HUVINA HADAGALI(A)        |29120205344| GLPS KAYAKANAGARA  HADAGALI         |3|1|5|2|20|0
 BELLARY  | HADAGALI           | ITTIGI                    |29120200101| GHPS AM KERE                        |7|1|7|5|98|0
 BELLARY  | HADAGALI           | ITTIGI                    |29120200102| GHPS   ADAVIMALLANAKERI THANDA      |5|1|7|6|201|2
 BELLARY  | HADAGALI           | ITTIGI                    |29120202301| GMHPS IITIGI                        |15|1|8|10|235|1
 BELLARY  | HADAGALI           | ITTIGI                    |29120202302| GHPS    FORT  ITTIGI                |10|1|7|6|106|1
 BELLARY  | HADAGALI           | ITTIGI                    |29120202311| GLPS KEB Kol. ITTIGI                |2|1|5|2|19|0
 BELLARY  | HADAGALI           | ITTIGI                    |29120203301| GHPS  MAHAJANADHA HALLI             |9|1|7|6|172|1
 BELLARY  | HADAGALI           | ITTIGI                    |29120203302| GMHPS  THALAKAL                     |7|1|7|7|185|0
 BELLARY  | HADAGALI           | ITTIGI                    |29120203801| GHPS  KENCHAMMANA HALLI             |8|1|8|8|150|1
 BELLARY  | HADAGALI           | ITTIGI                    |29120203802| GHPS  M KALLI HALLI                 |7|1|7|8|184|1
 BELLARY  | HADAGALI           | ITTIGI                    |29120204901| GMHPS GUDEKOTA-KARI BASAPPA         |13|1|8|13|386|1
